sku,barcode,title,category,subcategory_one,subcategory_two,price,stock_qty,available_stock,created_at
"PIK-RND-PK","POP1","POP IT ROUND PINK KEY RING | 7x7cm | SILICONE (POP1)","Beads","Beads By Material","Beads","16.5","0","-35","2026-06-29T20:02:51.841069+00:00"
"PIK-RND-RD","POP1","POP IT ROUND RED KEY RING | 7x7cm | SILICONE (POP1)","Beads","Beads By Material","Beads","16.5","0","-35","2026-06-29T20:02:51.363598+00:00"
"PIK-RND-YW","POP1","POP IT ROUND YELLOW KEY RING | 7x7cm | SILICONE (POP1)","Beads","Beads By Material","Beads","16.5","0","-35","2026-06-29T20:02:52.073238+00:00"
"PIK-SQE-BL","POP1","POP IT SQUARE BLUE KEY RING | 7x7cm | SILICONE (POP1)","Beads","Beads By Material","Beads","16.5","0","-35","2026-06-29T20:02:53.510915+00:00"
"PIK-SQE-PK","POP1","POP IT SQUARE PINK KEY RING | 7x7cm | SILICONE (POP1)","Beads","Beads By Material","Beads","16.5","0","-35","2026-06-29T20:02:53.738228+00:00"
"PIK-SQE-RD","POP1","POP IT SQUARE RED KEY RING | 7x7cm | SILICONE (POP1)","Beads","Beads By Material","Beads","16.5","0","-35","2026-06-29T20:02:53.27718+00:00"
"PIK-SQE-YW","POP1","POP IT SQUARE YELLOW KEY RING | 7x7cm | SILICONE (POP1)","Beads","Beads By Material","Beads","16.5","0","-35","2026-06-29T20:02:53.976606+00:00"
"SP-LC57","8600170013","QUARTZ MIX - LARGE CHIP (+/- 8-12mm) (8600170013)","Beads","Semi-Precious","SIZE: 12mm","29.5","2","2","2026-06-29T20:10:05.343849+00:00"
"SP-LC15","8600170013","ROSE QUARTZ - LARGE CHIP (+/- 8-12mm) (8600170013)","Beads","Semi-Precious","SIZE: 12mm","29.5","2","2","2026-06-29T20:10:03.456887+00:00"
"SB110-145","86136110145","SEEDBEADS | SIZE 11/0 | CEYLON PINK (86136110145)","Beads","Glass & Crystal","Seed Beads","39.5","58","58","2026-06-29T20:01:22.74057+00:00"
"SB110-129","86136110129","SEEDBEADS | SIZE 11/0 | LUSTRE GUNMETAL (86136110129)","Beads","Glass & Crystal","Seed Beads","34","78","74","2026-06-29T20:01:21.701186+00:00"
"150072A","150072","SILICONE MEASURING CUP FOLDING | BLUE (150072)","Beads","Beads By Material","Beads","18.7","2","2","2026-06-29T20:01:48.099231+00:00"
"150072B","150072","SILICONE MEASURING CUP FOLDING | GREY (150072)","Beads","Beads By Material","Beads","18.7","2","2","2026-06-29T20:01:48.330638+00:00"
"SP-LC24","8600170013","SODALITE - LARGE CHIP (+/- 8-12mm) (8600170013)","Beads","Semi-Precious","SIZE: 12mm","29.5","2","2","2026-06-29T20:10:03.948922+00:00"
"SYNRED-12","8613100009","SYNTHETIC AGED STONE RED | 12mm (8613100009)","Beads","Semi-Precious","","19.5","230","230","2026-06-29T20:10:38.64447+00:00"
"SYNRED-14","8613100010","SYNTHETIC AGED STONE RED | 14mm (8613100010)","Beads","Semi-Precious","","28","54","54","2026-06-29T20:10:38.875796+00:00"
"SP-LC1","8600170013","UNAKITE - LARGE CHIP (+/- 8-12mm) (8600170013)","Beads","Semi-Precious","SIZE: 12mm","29.5","2","2","2026-06-29T20:10:02.744458+00:00"
"WQ59-BB-1","WQ59","UNISEX WATCH | SILICONE STRAP | BLACK FACE (WQ59)","Beads","Beads By Material","Beads","59.5","11","4","2026-06-29T20:02:01.559715+00:00"
"WQ59-BW-2","WQ59","UNISEX WATCH | SILICONE STRAP | WHITE FACE (WQ59)","Beads","Beads By Material","Beads","59.5","11","4","2026-06-29T20:02:01.788904+00:00"
"SP-LC52","8600170013","WHITE HOWLITE - LARGE CHIP (+/- 8-12mm) (8600170013)","Beads","Semi-Precious","SIZE: 12mm","29.5","2","2","2026-06-29T20:10:05.111707+00:00"
"WC10-BLK","8614200003","WOOD COCO | 10mm DISC | COL.BLACK (8614200003)","Beads","Wood","Coco Wood","16.5","12","12","2026-06-29T20:01:30.605725+00:00"
"WC10-BRN","8614200003","WOOD COCO | 10mm DISC | COL.BROWN (8614200003)","Beads","Wood","Coco Wood","16.5","12","12","2026-06-29T20:01:30.883434+00:00"
"WC5-BLE","8614200006","WOOD COCO | 4-5mm DISC | COL.BLEACHED (CREAM) (8614200006)","Beads","Wood","Coco Wood","13.5","93","93","2026-06-29T20:01:31.148469+00:00"
"WC5-BRN","8614200006","WOOD COCO | 4-5mm DISC | COL.BROWN (8614200006)","Beads","Wood","Coco Wood","13.5","93","93","2026-06-29T20:01:31.558174+00:00"
"WC5-TIG","8614200006","WOOD COCO | 4-5mm DISC | COL.TIGER (BEIGE/BROWN) (8614200006)","Beads","Wood","Coco Wood","13.5","93","93","2026-06-29T20:01:31.797674+00:00"
"WC8-BLK","8614200002","WOOD COCO | 8mm DISC | COL.BLACK (8614200002)","Beads","Wood","Coco Wood","14.5","-5","-97","2026-06-29T20:01:32.286647+00:00"
"WC8-BLE","8614200002","WOOD COCO | 8mm DISC | COL.BLEACHED (CREAM) (8614200002)","Beads","Wood","Coco Wood","14.5","-5","-97","2026-06-29T20:01:32.031684+00:00"
"WC8-BRN","8614200002","WOOD COCO | 8mm DISC | COL.BROWN (8614200002)","Beads","Wood","Coco Wood","14.5","-5","-97","2026-06-29T20:01:32.530958+00:00"
"HB40-P29","8659001391","WOOD PAINTED | HEART BEAD | 40mm x 40mm x 14mm | 2.5mm HOLE | CORAL (8659001391)","Beads","Wood","Painted","45","-1","-1","2026-06-29T20:00:47.437704+00:00"
"HB40-P85","8659001391","WOOD PAINTED | HEART BEAD | 40mm x 40mm x 14mm | 2.5mm HOLE | DARK BLUE (8659001391)","Beads","Wood","Painted","45","-1","-1","2026-06-29T20:00:49.772035+00:00"
"HB40-P4","8659001391","WOOD PAINTED | HEART BEAD | 40mm x 40mm x 14mm | 2.5mm HOLE | LAVENDER (8659001391)","Beads","Wood","Painted","45","-1","-1","2026-06-29T20:00:47.921187+00:00"
"HB40-P3","8659001391","WOOD PAINTED | HEART BEAD | 40mm x 40mm x 14mm | 2.5mm HOLE | LIGHT BLUE (8659001391)","Beads","Wood","Painted","45","-1","-1","2026-06-29T20:00:47.69103+00:00"
"HB40-P27","8659001391","WOOD PAINTED | HEART BEAD | 40mm x 40mm x 14mm | 2.5mm HOLE | LIGHT GREY (8659001391)","Beads","Wood","Painted","45","-1","-1","2026-06-29T20:00:47.185122+00:00"
"HB40-P19","8659001391","WOOD PAINTED | HEART BEAD | 40mm x 40mm x 14mm | 2.5mm HOLE | LIGHT PINK (8659001391)","Beads","Wood","Painted","45","-1","-1","2026-06-29T20:00:46.114948+00:00"
"HB40-P25","8659001391","WOOD PAINTED | HEART BEAD | 40mm x 40mm x 14mm | 2.5mm HOLE | MINT (8659001391)","Beads","Wood","Painted","45","-1","-1","2026-06-29T20:00:46.94715+00:00"
"HB40-P87","8659001391","WOOD PAINTED | HEART BEAD | 40mm x 40mm x 14mm | 2.5mm HOLE | NUDE (8659001391)","Beads","Wood","Painted","45","-1","-1","2026-06-29T20:00:50.023334+00:00"
"HB40-P81","8659001391","WOOD PAINTED | HEART BEAD | 40mm x 40mm x 14mm | 2.5mm HOLE | PEACH (8659001391)","Beads","Wood","Painted","45","-1","-1","2026-06-29T20:00:49.28111+00:00"
"HB40-P74","8659001391","WOOD PAINTED | HEART BEAD | 40mm x 40mm x 14mm | 2.5mm HOLE | PINK (8659001391)","Beads","Wood","Painted","45","-1","-1","2026-06-29T20:00:48.644343+00:00"
"HB40-P80","8659001391","WOOD PAINTED | HEART BEAD | 40mm x 40mm x 14mm | 2.5mm HOLE | SALMON PINK (8659001391)","Beads","Wood","Painted","45","-1","-1","2026-06-29T20:00:48.880994+00:00"
"HB40-P68","8659001391","WOOD PAINTED | HEART BEAD | 40mm x 40mm x 14mm | 2.5mm HOLE | SKY BLUE (8659001391)","Beads","Wood","Painted","45","-1","-1","2026-06-29T20:00:48.404643+00:00"
"HB40-P20","8659001391","WOOD PAINTED | HEART BEAD | 40mm x 40mm x 14mm | 2.5mm HOLE | STONE (8659001391)","Beads","Wood","Painted","45","-1","-1","2026-06-29T20:00:46.492961+00:00"
"HB40-P84","8659001391","WOOD PAINTED | HEART BEAD | 40mm x 40mm x 14mm | 2.5mm HOLE | TOFFEE (8659001391)","Beads","Wood","Painted","45","-1","-1","2026-06-29T20:00:49.522936+00:00"
"HB40-P43","8659001391","WOOD PAINTED | HEART BEAD | 40mm x 40mm x 14mm | 2.5mm HOLE | WHITE (8659001391)","Beads","Wood","Painted","45","-1","-1","2026-06-29T20:00:48.161521+00:00"
"HL40-P86","8688990002","WOOD PAINTED | HEART PENDANT | 40mm x 40mm x 14mm | 3mm METAL LOOP | BLACK (8688990002)","Beads","Wood","Painted","55","-3","-4","2026-06-29T20:01:06.984344+00:00"
"HL40-P29","8688990002","WOOD PAINTED | HEART PENDANT | 40mm x 40mm x 14mm | 3mm METAL LOOP | CORAL (8688990002)","Beads","Wood","Painted","55","-3","-4","2026-06-29T20:01:04.38189+00:00"
"HL40-P85","8688990002","WOOD PAINTED | HEART PENDANT | 40mm x 40mm x 14mm | 3mm METAL LOOP | DARK BLUE (8688990002)","Beads","Wood","Painted","55","-3","-4","2026-06-29T20:01:06.752795+00:00"
"HL40-P4","8688990002","WOOD PAINTED | HEART PENDANT | 40mm x 40mm x 14mm | 3mm METAL LOOP | LAVENDER (8688990002)","Beads","Wood","Painted","55","-3","-4","2026-06-29T20:01:04.851617+00:00"
"HL40-P3","8688990002","WOOD PAINTED | HEART PENDANT | 40mm x 40mm x 14mm | 3mm METAL LOOP | LIGHT BLUE (8688990002)","Beads","Wood","Painted","55","-3","-4","2026-06-29T20:01:04.613374+00:00"
"HL40-P27","8688990002","WOOD PAINTED | HEART PENDANT | 40mm x 40mm x 14mm | 3mm METAL LOOP | LIGHT GREY (8688990002)","Beads","Wood","Painted","55","-3","-4","2026-06-29T20:01:04.12835+00:00"
"HL40-P19","8688990002","WOOD PAINTED | HEART PENDANT | 40mm x 40mm x 14mm | 3mm METAL LOOP | LIGHT PINK (8688990002)","Beads","Wood","Painted","55","-3","-4","2026-06-29T20:01:03.394389+00:00"
"HL40-P25","8688990002","WOOD PAINTED | HEART PENDANT | 40mm x 40mm x 14mm | 3mm METAL LOOP | MINT (8688990002)","Beads","Wood","Painted","55","-3","-4","2026-06-29T20:01:03.880291+00:00"
"HL40-P87","8688990002","WOOD PAINTED | HEART PENDANT | 40mm x 40mm x 14mm | 3mm METAL LOOP | NUDE (8688990002)","Beads","Wood","Painted","55","-3","-4","2026-06-29T20:01:07.228234+00:00"
"HL40-P81","8688990002","WOOD PAINTED | HEART PENDANT | 40mm x 40mm x 14mm | 3mm METAL LOOP | PEACH (8688990002)","Beads","Wood","Painted","55","-3","-4","2026-06-29T20:01:06.297623+00:00"
"HL40-P74","8688990002","WOOD PAINTED | HEART PENDANT | 40mm x 40mm x 14mm | 3mm METAL LOOP | PINK (8688990002)","Beads","Wood","Painted","55","-3","-4","2026-06-29T20:01:05.835415+00:00"
"HL40-P80","8688990002","WOOD PAINTED | HEART PENDANT | 40mm x 40mm x 14mm | 3mm METAL LOOP | SALMON PINK (8688990002)","Beads","Wood","Painted","55","-3","-4","2026-06-29T20:01:06.067953+00:00"
"HL40-P68","8688990002","WOOD PAINTED | HEART PENDANT | 40mm x 40mm x 14mm | 3mm METAL LOOP | SKY BLUE (8688990002)","Beads","Wood","Painted","55","-3","-4","2026-06-29T20:01:05.506842+00:00"
"HL40-P20","8688990002","WOOD PAINTED | HEART PENDANT | 40mm x 40mm x 14mm | 3mm METAL LOOP | STONE (8688990002)","Beads","Wood","Painted","55","-3","-4","2026-06-29T20:01:03.622433+00:00"
"HL40-P84","8688990002","WOOD PAINTED | HEART PENDANT | 40mm x 40mm x 14mm | 3mm METAL LOOP | TOFFEE (8688990002)","Beads","Wood","Painted","55","-3","-4","2026-06-29T20:01:06.522519+00:00"
"HL40-P43","8688990002","WOOD PAINTED | HEART PENDANT | 40mm x 40mm x 14mm | 3mm METAL LOOP | WHITE (8688990002)","Beads","Wood","Painted","55","-3","-4","2026-06-29T20:01:05.100963+00:00"
"65-10P2","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | APPLE GREEN (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:45.982844+00:00"
"65-10P28","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | BLACK (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:47.175613+00:00"
"65-10P88","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | BRIGHT YELLOW (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:53.562852+00:00"
"65-10P7","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | BURNT ORANGE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:51.021883+00:00"
"65-10P22","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | CERISE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:46.449593+00:00"
"65-10P79","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | CHOC BROWN (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:51.719673+00:00"
"65-10P29","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | CORAL (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:47.409272+00:00"
"65-10P5","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | CUSTARD (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:50.05707+00:00"
"65-10P85","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | DARK BLUE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:53.098138+00:00"
"65-10P32","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | DARK GREEN (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:47.875358+00:00"
"65-10P6","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | DARK GREY (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:50.324378+00:00"
"65-10P45","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | DENIM (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:49.826323+00:00"
"65-10P83","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | EGG SHELL (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:52.64196+00:00"
"65-10P35","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | GRAPE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:48.349673+00:00"
"65-10P27","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | LIGHT GREY (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:46.942244+00:00"
"65-10P19","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | LIGHT PINK (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:45.756823+00:00"
"65-10P3","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | LIGHT TURQUOISE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:47.643694+00:00"
"65-10P4","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | LILAC (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:49.126162+00:00"
"65-10P60","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | LIME (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:50.56049+00:00"
"65-10P9","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | MAGENTA (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:53.807448+00:00"
"65-10P73","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | MAROON (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:51.25795+00:00"
"65-10P78","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | MARSALA (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:51.488758+00:00"
"65-10P34","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | MED GREY (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:48.110056+00:00"
"65-10P103","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | METALIC BRONZE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:44.105581+00:00"
"65-10P104","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | METALIC COPPER (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:44.350077+00:00"
"65-10P102","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | METALIC GOLD (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:43.853668+00:00"
"65-10P101","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | METALIC SILVER (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:43.611978+00:00"
"65-10P25","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | MINT (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:46.683429+00:00"
"65-10P14","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | NAVY (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:44.812362+00:00"
"65-10P87","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | NUDE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:53.330972+00:00"
"65-10P15","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | OLIVE GREEN (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:45.045744+00:00"
"65-10P81","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | PEACH (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:52.410474+00:00"
"65-10P65","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | PINK (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:50.790894+00:00"
"65-10P17","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | PLUM (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:45.528091+00:00"
"65-10P16","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | RED (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:45.285148+00:00"
"65-10P8","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | ROYAL BLUE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:51.949886+00:00"
"65-10P80","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | SALMON PINK (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:52.180175+00:00"
"65-10P36","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | SEA GREEN (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:48.647396+00:00"
"65-10P12","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | SKY BLUE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:44.581099+00:00"
"65-10P20","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | STONE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:46.220122+00:00"
"65-10P38","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | TEAL (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:48.882492+00:00"
"65-10P84","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | TOFFEE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:52.871118+00:00"
"65-10P42","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | VANILLA (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:49.365727+00:00"
"65-10P43","8659001165","WOOD PAINTED | ROUND-10mm | HOLE 2-3mm | WHITE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:49.596898+00:00"
"65-12P2","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | APPLE GREEN (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:56.68608+00:00"
"65-12P28","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | BLACK (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:57.941911+00:00"
"65-12P88","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | BRIGHT YELLOW (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P7","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | BURNT ORANGE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P22","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | CERISE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:57.195396+00:00"
"65-12P79","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | CHOC BROWN (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P29","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | CORAL (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P5","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | CUSTARD (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P85","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | DARK BLUE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P32","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | DARK GREEN (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P6","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | DARK GREY (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P45","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | DENIM (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P83","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | EGG SHELL (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P35","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | GRAPE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P27","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | LIGHT GREY (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:57.694853+00:00"
"65-12P19","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | LIGHT PINK (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:56.434968+00:00"
"65-12P3","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | LIGHT TURQUOISE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P4","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | LILAC (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P60","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | LIME (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P9","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | MAGENTA (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P73","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | MAROON (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P78","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | MARSALA (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P34","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | MED GREY (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P103","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | METALIC BRONZE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:54.763383+00:00"
"65-12P104","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | METALIC COPPER (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:54.998866+00:00"
"65-12P102","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | METALIC GOLD (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:54.5358+00:00"
"65-12P101","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | METALIC SILVER (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:54.301582+00:00"
"65-12P25","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | MINT (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:57.447857+00:00"
"65-12P14","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | NAVY (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:55.465885+00:00"
"65-12P87","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | NUDE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P15","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | OLIVE GREEN (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:55.737685+00:00"
"65-12P81","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | PEACH (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P65","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | PINK (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P17","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | PLUM (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:56.203867+00:00"
"65-12P16","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | RED (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:55.970881+00:00"
"65-12P8","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | ROYAL BLUE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P80","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | SALMON PINK (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P36","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | SEA GREEN (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:58.206136+00:00"
"65-12P12","8659001165","WOOD PAINTED | ROUND-12mm | HOLE 3-4mm | SKY BLUE (8659001165)","Beads","Wood","Painted","21","78","60","2026-06-29T19:57:55.226648+00:00"
